"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3416","Like a message","chromium","Wed Apr 16 19:25:10 UTC 2025","passed","Wed Apr 16 19:25:14 UTC 2025","Buzz tests","post.spec.ts","",""
"","807","Login with empty credentials","firefox","Wed Apr 16 19:25:17 UTC 2025","passed","Wed Apr 16 19:25:18 UTC 2025","Login tests","login.spec.ts","",""
"","1553","Login with valid credentials","chromium","Wed Apr 16 19:25:00 UTC 2025","passed","Wed Apr 16 19:25:01 UTC 2025","Login tests","login.spec.ts","",""
"","1504","Login with invalid credentials","chromium","Wed Apr 16 19:25:02 UTC 2025","passed","Wed Apr 16 19:25:03 UTC 2025","Login tests","login.spec.ts","",""
"","163","Like a message","Mobile Safari","Wed Apr 16 19:25:57 UTC 2025","skipped","Wed Apr 16 19:25:58 UTC 2025","Buzz tests","post.spec.ts","",""
"","1931","Logout","chromium","Wed Apr 16 19:25:04 UTC 2025","passed","Wed Apr 16 19:25:06 UTC 2025","Logout test","logout.spec.ts","",""
"","2149","Logout","Google Chrome","Wed Apr 16 19:26:31 UTC 2025","passed","Wed Apr 16 19:26:33 UTC 2025","Logout test","logout.spec.ts","",""
"","1313","Login with invalid credentials","firefox","Wed Apr 16 19:25:16 UTC 2025","passed","Wed Apr 16 19:25:17 UTC 2025","Login tests","login.spec.ts","",""
"","3619","Like a message","webkit","Wed Apr 16 19:25:39 UTC 2025","passed","Wed Apr 16 19:25:43 UTC 2025","Buzz tests","post.spec.ts","",""
"","166","Like a message","Mobile Chrome","Wed Apr 16 19:25:50 UTC 2025","skipped","Wed Apr 16 19:25:50 UTC 2025","Buzz tests","post.spec.ts","",""
"","2268","Verify posted message","Microsoft Edge","Wed Apr 16 19:26:09 UTC 2025","passed","Wed Apr 16 19:26:11 UTC 2025","Buzz tests","post.spec.ts","",""
"","2244","Verify posted message","firefox","Wed Apr 16 19:25:22 UTC 2025","passed","Wed Apr 16 19:25:25 UTC 2025","Buzz tests","post.spec.ts","",""
"","970","Login with empty credentials","Microsoft Edge","Wed Apr 16 19:26:03 UTC 2025","passed","Wed Apr 16 19:26:04 UTC 2025","Login tests","login.spec.ts","",""
"","1389","Login with invalid credentials","Mobile Chrome","Wed Apr 16 19:25:45 UTC 2025","passed","Wed Apr 16 19:25:47 UTC 2025","Login tests","login.spec.ts","",""
"","879","Login with empty credentials","Google Chrome","Wed Apr 16 19:26:30 UTC 2025","passed","Wed Apr 16 19:26:31 UTC 2025","Login tests","login.spec.ts","",""
"","2310","Verify posted message","webkit","Wed Apr 16 19:25:37 UTC 2025","passed","Wed Apr 16 19:25:39 UTC 2025","Buzz tests","post.spec.ts","",""
